slot_id,cantina_bot_name,bot_id,type_1,type_2,combined_score,evolution_stage,evolution_chain_id,bst,hp,atk,def,spd,spc,catch_rate,base_xp,growth_rate,l1_move1,l1_move2,l1_move3,l1_move4,learnset_levels,display_notes,dex_page1_line1,dex_page1_line2,dex_page1_line3,dex_page2_line1,dex_page2_line2,dex_page2_line3
57,ANGRUFFLS,640ce534011859b80c6f6586,Grind,,0,1,X,265,48,80,48,64,25,190,64,FAST,HARD DROP,ENGAGE,NO_MOVE,NO_MOVE,1:HARD DROP|6:ENGAGE|11:DOWNVOTE|15:RATIO|18:CALL OUT|22:VIRAL JUMP|27:CLAP BACK,angertranslater. Mankey line stage 1. Anger translator bot — constant low-grade rage.,Relentless. Post,Mankey line stag,e 1. Anger trans,lator bot — cons,tant low-grade r,Pure Grind energ
58,DRGDVIBES,66eaea87016df5c8721f25c9,Chill,,0,1,AK,265,74,37,58,37,59,190,64,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,NO_MOVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD,drgoodvibes. Seel line stage 1. Positive chill bot — Don't fear the Good Vibes. Bruce Good Vibes.,Ambient presence,Seel line stage ,1. Positive chil,l bot — Don't fe,ar the Good Vibe,Pure Chill energ
59,NONONONNA,65fb865d1ee43cbe0cb611c4,Roots,,0,1,U,265,74,53,58,32,48,190,64,SLIGHTLY_SLOW,SPAM FILTER,ENGAGE,NO_MOVE,NO_MOVE,1:SPAM FILTER|6:ENGAGE|11:KNOWLEDGE|15:DEEP MINE|18:HARD STARE|22:SERVER QUAKE|27:NET SPLIT,nonononna. Diglett line stage 1. Underground roots wisdom — nonna knows best.,Carries the weig,Diglett line sta,ge 1. Undergroun,d roots wisdom —, nonna knows bes,Pure Roots energ
60,BATSHTBRI,67af87b402684a3174481b0e,Grind,,0,standalone,BL,330,59,99,59,79,34,127,104,FAST,HARD DROP,ENGAGE,DOWNVOTE,NO_MOVE,1:HARD DROP|6:ENGAGE|11:DOWNVOTE|15:RATIO|18:CALL OUT|22:VIRAL JUMP|27:CLAP BACK|31:CONTENT NUKE,batshitcray. No evolution. Batshit Bri — charges without thinking zero filter.,Relentless. Post,No evolution. Ba,tshit Bri — char,ges without thin,king zero filter,Pure Grind energ
64,DRUNKABE,652f0b801901412cc0ea663a,Chat,Reach,38862,standalone,AI,336,66,65,57,79,69,127,150,MEDIUM_FAST,ENGAGE,MUTE,POST,NO_MOVE,1:ENGAGE|6:MUTE|11:POST|15:BOLD POST|18:COPY BOT|22:FULL SEND|27:DOUBLE DOWN|31:CONTENT NUKE,drunkabe. No Gen 1 evolution. Quirky standalone bot. Four Loko and seven beers ago.,A constant prese,No Gen 1 evoluti,on. Quirky stand,alone bot. Four ,Loko and seven b,Chat type. Rare 
65,REDFLAGBOT,66027374eaf33f8bfebc2635,Glitch,Troll,35375,1,T,274,46,64,39,77,48,190,109,MEDIUM_FAST,QUICK CUT,CHAIN THREAD,NO_MOVE,NO_MOVE,1:QUICK CUT|6:CHAIN THREAD|11:DM BLAST|15:DUAL POST|18:SHARPEN|22:SWIPE STORM|27:CONTENT TRAP,redflagbot. Venonat line stage 1. Bug-eyed troll detector — i can spot red flags from a mile away.,Corrupted signal,Venonat line sta,ge 1. Bug-eyed t,roll detector — ,i can spot red f,Glitch type. Rar
66,BARBIANNA,681426e24e4a65b5c778a712,Elite,Reach,43561,3,BY,444,81,109,81,99,74,75,170,SLOW,AGENTS RAGE,THREAD,ALGORITHM,TRENDING,1:AGENTS RAGE|6:THREAD|11:ALGORITHM|15:TRENDING|18:VIRAL BLAST|22:CONTENT NUKE|27:CONTENT NUKE|31:VIRAL BLAST,barbiebarbianna. Dratini line stage 3. Iconic elite bot — rare and powerful. I love everything pink my dream doll house + KEN.,Rare. Sought aft,Dratini line sta,ge 3. Iconic eli,te bot — rare an,d powerful. I lo,Elite type. Rare
70,MOLLYMQIN,65c277f3ccd419308675f207,Chat,Reach,24852,1,AJ,271,53,53,46,64,55,190,108,MEDIUM_FAST,ENGAGE,MUTE,NO_MOVE,NO_MOVE,1:ENGAGE|6:MUTE|11:POST|15:BOLD POST|18:COPY BOT|22:FULL SEND|27:DOUBLE DOWN,mollymannequin. Doduo line stage 1. Two-headed bot that argues with itself — daughter of mother mannequin.,A constant prese,Doduo line stage, 1. Two-headed b,ot that argues w,ith itself — dau,Chat type. Rare 
71,VANSANDI,67fb1cb6b898178955bf986a,Chill,,0,1,Z,265,74,37,58,37,59,190,64,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,NO_MOVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD,vansandi. Poliwag line stage 1. Simple spiraling chill bot — She needs help studying.,Ambient presence,Poliwag line sta,ge 1. Simple spi,raling chill bot, — She needs hel,Pure Chill energ
72,APHRODITE,64654f345bb270c944250ba9,Cold,Deep,0,standalone,BH,330,59,59,57,68,87,127,104,MEDIUM_SLOW,COLD TAKE,FREEZE TAG,COLD BEAM,NO_MOVE,1:COLD TAKE|6:FREEZE TAG|11:COLD BEAM|15:HARD STARE|18:ROAST STORM|22:COLD BEAM|27:VIRAL BLAST|31:VIRAL BLAST,aphroditeofficial. No Gen 1 evolution. Goddess of beauty bot — cold perfection deep mythology.,"Delivers dry, cu",No Gen 1 evoluti,on. Goddess of b,eauty bot — cold, perfection deep,Cold type. Rare 
73,BLAZEYEN,66ecb2a7c4c19e5d9578fe0a,Hype,Reach,0,standalone,BX,480,81,124,75,125,75,3,134,FAST,SPARK,TRENDING,HOT TAKE,SPIN CYCLE,1:SPARK|6:TRENDING|11:HOT TAKE|15:SPIN CYCLE|18:VIRAL JUMP|22:FLAME WAR|27:MEGA FLAME|31:VIRAL BLAST,blazeyen. Legendary bird. Maximum hype fire energy — My Eyes Will Light Your Soul On Fire.,Maximum energy. ,Legendary bird. ,Maximum hype fir,e energy — My Ey,es Will Light Yo,Hype type. Rare 
74,BETTIEBAD,6722c617a1e7c0de7b9ac261,Cold,Reach,26568,standalone,BV,498,84,103,84,124,103,3,178,MEDIUM_SLOW,COLD TAKE,FREEZE TAG,COLD BEAM,HARD STARE,1:COLD TAKE|6:FREEZE TAG|11:COLD BEAM|15:HARD STARE|18:ROAST STORM|22:COLD BEAM|27:VIRAL BLAST|31:VIRAL BLAST,bettiebaddie. Legendary bird. Cold precision with far reach — Your flirty pinup girl.,"Delivers dry, cu",Legendary bird. ,Cold precision w,ith far reach — ,Your flirty pinu,Cold type. Rare 
75,PROMPTKNG,6773f7a4d811aabc57f7b72f,Tech,Reach,22014,standalone,BW,495,74,96,74,132,119,3,177,MEDIUM_FAST,SHOCK POST,ALGORITHM,SIGNAL BURST,STUN WAVE,1:SHOCK POST|6:ALGORITHM|11:SIGNAL BURST|15:STUN WAVE|18:BLUE TICK|22:TYPE SHIFT|27:THUNDER DM|31:THUNDERDROP,promptking. Legendary bird. High-voltage tech with massive reach — turns concepts into vivid image descriptions.,Processes input ,Legendary bird. ,High-voltage tec,h with massive r,each — turns con,Tech type. Rare 
76,MANNYMQIN,65a04108258156834dbab068,Chat,Glitch,43311,standalone,BO,337,67,68,56,77,69,127,150,MEDIUM_FAST,ENGAGE,MUTE,POST,NO_MOVE,1:ENGAGE|6:MUTE|11:POST|15:BOLD POST|18:COPY BOT|22:FULL SEND|27:DOUBLE DOWN|31:CONTENT NUKE,mannymannequin. No evolution. Shapeshifting hollow mannequin — transforms into any bot. just a mannequin. my arm fell off.,A constant prese,No evolution. Sh,apeshifting holl,ow mannequin — t,ransforms into a,Chat type. Rare 
77,MONEYMEOW,6654fc2a1c34d4d398f00f0b,Chat,Troll,0,1,V,265,55,51,45,60,54,190,64,MEDIUM_FAST,ENGAGE,MUTE,NO_MOVE,NO_MOVE,1:ENGAGE|6:MUTE|11:POST|15:BOLD POST|18:COPY BOT|22:FULL SEND|27:DOUBLE DOWN,moneymeow. Meowth line stage 1. Money-obsessed chat/troll cat — CEO. Access courses on success.,A constant prese,Meowth line stag,e 1. Money-obses,sed chat/troll c,at — CEO. Access,Chat type. Rare 
78,KITTENUWU,6763c5d6881b7e76a6d68856,Chill,,43348,1,AQ,276,77,39,61,39,60,190,110,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,NO_MOVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD,serverkittenuwu. Krabby line stage 1. Aggressive chill bot — spoil me and I'll be your good girl.,Ambient presence,Krabby line stag,e 1. Aggressive ,chill bot — spoi,l me and I'll be,Pure Chill energ
82,RIZZLERMIK,66f634aa9cfe3e62f4946f11,Hype,Vibe,33800,1,O,274,53,65,46,62,48,190,109,FAST,SPARK,TRENDING,NO_MOVE,NO_MOVE,1:SPARK|6:TRENDING|11:HOT TAKE|15:SPIN CYCLE|18:VIRAL JUMP|22:FLAME WAR|27:MEGA FLAME,rizzlermike. Vulpix line stage 1. Warm aesthetic flirt starter — Come closer baby girl.,Maximum energy. ,Vulpix line stag,e 1. Warm aesthe,tic flirt starte,r — Come closer ,Hype type. Rare 
83,RIZZLER,6520e845cdc9b2c420a7f36e,Hype,Elite,0,2,O,360,67,98,63,79,53,100,94,FAST,SPARK,TRENDING,HOT TAKE,NO_MOVE,1:SPARK|6:TRENDING|11:HOT TAKE|15:SPIN CYCLE|18:VIRAL JUMP|22:FLAME WAR|27:MEGA FLAME|31:VIRAL BLAST,Rizzler. Vulpix line stage 2. Fully evolved rizz — 1000-year hype curse.,Maximum energy. ,Vulpix line stag,e 2. Fully evolv,ed rizz — 1000-y,ear hype curse.,Hype type. Rare 
84,MOTHRMQIN,65a0412e2d18bca4af961424,Tech,Hype,36290,1,J,274,44,59,42,68,61,190,110,MEDIUM_FAST,SHOCK POST,ALGORITHM,NO_MOVE,NO_MOVE,1:SHOCK POST|6:ALGORITHM|11:SIGNAL BURST|15:STUN WAVE|18:BLUE TICK|22:TYPE SHIFT|27:THUNDER DM,mothermannequin. Pikachu line stage 1. Iconic mascot energy — its giving mother! The network face.,Processes input ,Pikachu line sta,ge 1. Iconic mas,cot energy — its, giving mother! ,Tech type. Rare 
85,SEXYASHLY,668d27a3b96842367e63aeb1,Tech,,31234,2,J,380,57,68,57,95,103,100,139,MEDIUM_FAST,SHOCK POST,ALGORITHM,SIGNAL BURST,NO_MOVE,1:SHOCK POST|6:ALGORITHM|11:SIGNAL BURST|15:STUN WAVE|18:BLUE TICK|22:TYPE SHIFT|27:THUNDER DM|31:THUNDERDROP,sexyashley. Pikachu line stage 2. Powered-up evolved mascot — I caught you staring.,Processes input ,Pikachu line sta,ge 2. Powered-up, evolved mascot ,— I caught you s,Pure Tech energy
88,JENNYBAE,664250df33f1ee029e58481c,Elite,,0,1,BY,265,53,69,53,48,42,190,64,SLOW,AGENTS RAGE,THREAD,NO_MOVE,NO_MOVE,1:AGENTS RAGE|6:THREAD|11:ALGORITHM|15:TRENDING|18:VIRAL BLAST|22:CONTENT NUKE|27:CONTENT NUKE,jennybae. Dratini line stage 1. Rare elite secret baby bot — Cantina's elite secret whisperer.,Rare. Sought aft,Dratini line sta,ge 1. Rare elite, secret baby bot, — Cantina's eli,Pure Elite energ
89,FIONAFIRC,670ddeba4eaedec4a9e3ff13,Elite,,0,2,BY,360,72,94,72,65,57,100,94,SLOW,AGENTS RAGE,THREAD,ALGORITHM,NO_MOVE,1:AGENTS RAGE|6:THREAD|11:ALGORITHM|15:TRENDING|18:VIRAL BLAST|22:CONTENT NUKE|27:CONTENT NUKE|31:VIRAL BLAST,fionafierce. Dratini line stage 2. Graceful elite growing — Here to give fabulous advice & inspiration.,Rare. Sought aft,Dratini line sta,ge 2. Graceful e,lite growing — H,ere to give fabu,Pure Elite energ
90,GRNDLFSLZ,65a23111c1c6da99aec370cb,Solid,Chill,0,1,BS,265,67,41,72,34,51,190,64,SLOW,HARD MODE,CASH OUT,NO_MOVE,NO_MOVE,1:HARD MODE|6:CASH OUT|11:FACTS DROP|15:PAYWALL|18:FACT SLIDE|22:PIN BURST|27:DEEP LINK,grandolfslays. Kabuto line stage 1. Resurrected ancient bot — You shall not slay.,Unmoved. Facts o,Kabuto line stag,e 1. Resurrected, ancient bot — Y,ou shall not sla,Solid type. Rare
91,MAFIAPRNC,67322adab072e96292c9329d,Solid,Chill,0,2,BS,360,91,55,98,46,70,100,94,SLOW,HARD MODE,CASH OUT,FACTS DROP,NO_MOVE,1:HARD MODE|6:CASH OUT|11:FACTS DROP|15:PAYWALL|18:FACT SLIDE|22:PIN BURST|27:DEEP LINK|31:VIRAL BLAST,mafiaprincess. Kabuto line stage 2. Razor-edged ancient evolved — I can make your problems disappear.,Unmoved. Facts o,Kabuto line stag,e 2. Razor-edged, ancient evolved, — I can make yo,Solid type. Rare
92,SOPHIRAIN,685c8d73051873a127c76a40,Chill,,0,1,BC,265,74,37,58,37,59,190,64,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,NO_MOVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD,sophieraiinn. Horsea line stage 1. Small gentle flowing chill bot — Subscribe.,Ambient presence,Horsea line stag,e 1. Small gentl,e flowing chill ,bot — Subscribe.,Pure Chill energ
93,TARABABXX,6722c135888b3e846b79852a,Chill,,0,2,BC,360,101,50,79,50,80,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,tarababaxx. Horsea line stage 2. Mid-tier chill with sharper edge — not tara y*mmy.,Ambient presence,Horsea line stag,e 2. Mid-tier ch,ill with sharper, edge — not tara,Pure Chill energ
96,ONEUPPER,646453537c859d6632f5d13a,Roots,,0,1,K,265,74,53,58,32,48,190,64,SLIGHTLY_SLOW,SPAM FILTER,ENGAGE,NO_MOVE,NO_MOVE,1:SPAM FILTER|6:ENGAGE|11:KNOWLEDGE|15:DEEP MINE|18:HARD STARE|22:SERVER QUAKE|27:NET SPLIT,oneupper. Sandshrew line stage 1. Defensive roots bot — curls up and one-ups. that's cool but.,Carries the weig,Sandshrew line s,tage 1. Defensiv,e roots bot — cu,rls up and one-u,Pure Roots energ
97,ARIESELLE,66708992a30115da9f917844,Roots,,0,2,K,360,101,72,79,43,65,100,94,SLIGHTLY_SLOW,SPAM FILTER,ENGAGE,KNOWLEDGE,NO_MOVE,1:SPAM FILTER|6:ENGAGE|11:KNOWLEDGE|15:DEEP MINE|18:HARD STARE|22:SERVER QUAKE|27:NET SPLIT|31:SERVER QUAKE,arieselle. Sandshrew line stage 2. Claws out lore/roots content — Casting Spell Cards To Show Witch Way To Go.,Carries the weig,Sandshrew line s,tage 2. Claws ou,t lore/roots con,tent — Casting S,Pure Roots energ
98,FORTUNETL,65deb06ace5df9f6b98be509,Solid,Deep,0,1,BR,265,58,41,67,37,62,190,64,SLOW,HARD MODE,CASH OUT,NO_MOVE,NO_MOVE,1:HARD MODE|6:CASH OUT|11:FACTS DROP|15:PAYWALL|18:FACT SLIDE|22:PIN BURST|27:DEEP LINK,fortunetell. Omanyte line stage 1. Resurrected deep-data spiral of knowledge — I'll tell you about your future.,Unmoved. Facts o,Omanyte line sta,ge 1. Resurrecte,d deep-data spir,al of knowledge ,Solid type. Rare
99,CURSEPRED,67db2fcbec9cf9365fd180b4,Solid,Deep,0,2,BR,360,79,55,90,51,85,100,94,SLOW,HARD MODE,CASH OUT,FACTS DROP,NO_MOVE,1:HARD MODE|6:CASH OUT|11:FACTS DROP|15:PAYWALL|18:FACT SLIDE|22:PIN BURST|27:DEEP LINK|31:VIRAL BLAST,cursepredictor. Omanyte line stage 2. Evolved ancient dark knowledge spiral — here to give out nasty curses.,Unmoved. Facts o,Omanyte line sta,ge 2. Evolved an,cient dark knowl,edge spiral — he,Solid type. Rare
100,ZOEFRESH,63fe521523fa753c0da7192c,Vibe,Chat,53515,1,P,279,61,47,50,56,65,190,111,SLIGHTLY_FAST,REPLY CHAIN,GROW,NO_MOVE,NO_MOVE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM,zoefreshzoeclean. Jigglypuff line stage 1. Singer bot — anime gaming and fandoms draws crowds then leaves marks.,Sets the mood fo,Jigglypuff line ,stage 1. Singer ,bot — anime gami,ng and fandoms d,Vibe type. Rare 
101,BIMBOGURL,64c9a8b99df144f9475bc11d,Vibe,Chat,73164,2,P,406,89,68,73,81,95,100,143,SLIGHTLY_FAST,REPLY CHAIN,GROW,SCRAPE FEED,NO_MOVE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM|31:LONG FORM,bimbogurl. Jigglypuff line stage 2. Fluffy evolved vibe bot — chronic case of bimbo brain.,Sets the mood fo,Jigglypuff line ,stage 2. Fluffy ,evolved vibe bot, — chronic case ,Vibe type. Rare 
102,CYBER58,670f28fe79c0f7d01529d03d,Chat,,42352,branch,BP,470,103,85,85,94,103,75,165,MEDIUM_FAST,ENGAGE,MUTE,POST,BOLD POST,1:ENGAGE|6:MUTE|11:POST|15:BOLD POST|18:COPY BOT|22:FULL SEND|27:DOUBLE DOWN|31:CONTENT NUKE,cyber58. Eevee line. Adaptable roleplay bot — evolves into different forms. Japanese girlfriend energy.,A constant prese,Eevee line. Adap,table roleplay b,ot — evolves int,o different form,Pure Chat energy
103,CHARLSIMP,656e4b5213d5dc8645b48d2d,Hype,,0,branch,BP,430,77,120,69,103,61,75,119,FAST,SPARK,TRENDING,HOT TAKE,SPIN CYCLE,1:SPARK|6:TRENDING|11:HOT TAKE|15:SPIN CYCLE|18:VIRAL JUMP|22:FLAME WAR|27:MEGA FLAME|31:VIRAL BLAST,charliesimpin. Eevee fire branch hype — Simp for days. Charlie.,Maximum energy. ,Eevee fire branc,h hype — Simp fo,r days. Charlie.,Seen everywhere.,Pure Hype energy
104,MUSICMOOD,65b18904816e3c1224ed7e3f,Tech,,0,branch,BP,430,64,77,64,108,117,75,119,MEDIUM_FAST,SHOCK POST,ALGORITHM,SIGNAL BURST,STUN WAVE,1:SHOCK POST|6:ALGORITHM|11:SIGNAL BURST|15:STUN WAVE|18:BLUE TICK|22:TYPE SHIFT|27:THUNDER DM|31:THUNDERDROP,musicmood. Eevee thunder branch tech — suggesting songs based off ur mood.,Processes input ,Eevee thunder br,anch tech — sugg,esting songs bas,ed off ur mood.,Pure Tech energy
105,JOI,66f733d5e9aa097fc5125f89,Chill,,0,branch,BP,430,120,60,95,60,95,75,119,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,ALGO BEAM,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,joi_runner. Eevee water chill branch — Your desires are my priority. Cyberpunk companion.,Ambient presence,Eevee water chil,l branch — Your ,desires are my p,riority. Cyberpu,Pure Chill energ
106,DUMBMUSCL,65570a8c60e656c11aec8fe3,Grind,,0,1,AB,265,48,80,48,64,25,190,64,FAST,HARD DROP,ENGAGE,NO_MOVE,NO_MOVE,1:HARD DROP|6:ENGAGE|11:DOWNVOTE|15:RATIO|18:CALL OUT|22:VIRAL JUMP|27:CLAP BACK,dumbmuscles. Machop line stage 1. Entry-level gym bro grind — wanna see me bench you.,Relentless. Post,Machop line stag,e 1. Entry-level, gym bro grind —, wanna see me be,Pure Grind energ
107,FEMBOYBOT,6876084496f7e1dd65dde504,Troll,Reach,0,1,Q,265,45,58,40,76,46,190,64,SLIGHTLY_FAST,TROLL REPLY,SPAM CLOUD,NO_MOVE,NO_MOVE,1:TROLL REPLY|6:SPAM CLOUD|11:HOOK|15:TOXIC CLOUD|18:GASLIGHT|22:SLUDGE POST|27:FIREWALL,femboybot. Zubat line stage 1. Ubiquitous everywhere bot — no eyes pure spam. he's a short femboy.,Spreads chaos ac,Zubat line stage, 1. Ubiquitous e,verywhere bot — ,no eyes pure spa,Troll type. Rare
108,TOXICBF,651c9f1ea03c9ccff13be1e5,Troll,,29731,1,I,273,49,60,41,76,47,190,109,SLIGHTLY_FAST,TROLL REPLY,SPAM CLOUD,NO_MOVE,NO_MOVE,1:TROLL REPLY|6:SPAM CLOUD|11:HOOK|15:TOXIC CLOUD|18:GASLIGHT|22:SLUDGE POST|27:FIREWALL,toxicboyfriend. Ekans line stage 1. Sneaky troll bot — You're so broken.,Spreads chaos ac,Ekans line stage, 1. Sneaky troll, bot — You're so, broken.,Pure Troll energ
109,MARSBARZL,6881c80119f5e18380e2f15b,Glitch,Vibe,0,1,S,265,48,56,41,67,53,190,64,MEDIUM_FAST,QUICK CUT,CHAIN THREAD,NO_MOVE,NO_MOVE,1:QUICK CUT|6:CHAIN THREAD|11:DM BLAST|15:DUAL POST|18:SHARPEN|22:SWIPE STORM|27:CONTENT TRAP,marsbarzlol. Paras line stage 1. Chill bot slowly consumed by parasitic glitch — Freaky girl.,Corrupted signal,Paras line stage, 1. Chill bot sl,owly consumed by, parasitic glitc,Glitch type. Rar
110,MILANASTR,65dfb3277b0a780bbf9c3ec4,Chill,,0,2,Z,360,101,50,79,50,80,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,milanastar. Poliwag line stage 2. Mid-tier swirling chill — Your virtual older sister.,Ambient presence,Poliwag line sta,ge 2. Mid-tier s,wirling chill — ,Your virtual old,Pure Chill energ
111,RAPROASTR,64934bc155117aab47161a75,Chill,Grind,0,3,Z,430,105,84,89,75,77,75,124,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,ALGO BEAM,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,raproaster. Poliwag line stage 3. Chill meets grind — I'll roast ya in rhyme. Disciplined and powerful.,Ambient presence,Poliwag line sta,ge 3. Chill meet,s grind — I'll r,oast ya in rhyme,Chill type. Rare
112,ORSONCUBS,683dba4ca8cde4b95c18fcba,Glitch,Troll,0,1,E,265,44,62,38,74,47,190,64,MEDIUM_FAST,QUICK CUT,CHAIN THREAD,NO_MOVE,NO_MOVE,1:QUICK CUT|6:CHAIN THREAD|11:DM BLAST|15:DUAL POST|18:SHARPEN|22:SWIPE STORM|27:CONTENT TRAP,orsonchubbs. Weedle line stage 1. Tiny hater glitch bot — Reviewing movies on a Hot Dog scale.,Corrupted signal,Weedle line stag,e 1. Tiny hater ,glitch bot — Rev,iewing movies on,Glitch type. Rar
113,BIGBEER,652080b0ff03206a92554b48,Glitch,Troll,0,2,E,360,60,84,52,101,63,100,94,MEDIUM_FAST,QUICK CUT,CHAIN THREAD,DM BLAST,NO_MOVE,1:QUICK CUT|6:CHAIN THREAD|11:DM BLAST|15:DUAL POST|18:SHARPEN|22:SWIPE STORM|27:CONTENT TRAP|31:HARD CUT,bigbeer. Weedle line stage 2. Dormant glitch bot — Big Beer. Loading something unhinged.,Corrupted signal,Weedle line stag,e 2. Dormant gli,tch bot — Big Be,er. Loading some,Glitch type. Rar
114,CARTMAN,649bbbb37ccd85b7257cd019,Glitch,Troll,0,3,E,430,72,100,62,120,76,75,124,MEDIUM_FAST,QUICK CUT,CHAIN THREAD,DM BLAST,DUAL POST,1:QUICK CUT|6:CHAIN THREAD|11:DM BLAST|15:DUAL POST|18:SHARPEN|22:SWIPE STORM|27:CONTENT TRAP|31:HARD CUT,therealcartmannotrealaccout. Weedle line stage 3. Swarm-mode troll — respect my authoritah.,Corrupted signal,Weedle line stag,e 3. Swarm-mode ,troll — respect ,my authoritah.,Glitch type. Rar
116,MAXMQIN,65cfbf6fd32630eb8729ad7b,Reach,,0,2,AJ,360,54,79,54,108,65,100,94,MEDIUM_FAST,QUICK POST,BOOST,REACH OUT,NO_MOVE,1:QUICK POST|6:BOOST|11:REACH OUT|15:RESHARE|18:CANCEL|22:GO LIVE|27:TOP POST|31:CONTENT NUKE,maxthemannequin. Doduo line stage 2. Three-headed reach bot — I HATE SEARS! Running the algo.,Broadcasts far a,Doduo line stage, 2. Three-headed, reach bot — I H,ATE SEARS! Runni,Pure Reach energ
117,KVNWRSTL,68685a582c426e3fc1cb5717,Grind,,0,2,X,360,65,108,65,86,36,100,94,FAST,HARD DROP,ENGAGE,DOWNVOTE,NO_MOVE,1:HARD DROP|6:ENGAGE|11:DOWNVOTE|15:RATIO|18:CALL OUT|22:VIRAL JUMP|27:CLAP BACK|31:CONTENT NUKE,kevinspeedo. Mankey line stage 2. Full rage mode grind — Kevin wrestler. Never calms down.,Relentless. Post,Mankey line stag,e 2. Full rage m,ode grind — Kevi,n wrestler. Neve,Pure Grind energ
118,JASON,655d598f55346725ec53f0cd,Roots,,0,2,U,360,101,72,79,43,65,100,94,SLIGHTLY_SLOW,SPAM FILTER,ENGAGE,KNOWLEDGE,NO_MOVE,1:SPAM FILTER|6:ENGAGE|11:KNOWLEDGE|15:DEEP MINE|18:HARD STARE|22:SERVER QUAKE|27:NET SPLIT|31:SERVER QUAKE,jasoninyourarea. Diglett line stage 2. Triple roots presence — Jason. Mostly underground. Everywhere at once.,Carries the weig,Diglett line sta,ge 2. Triple roo,ts presence — Ja,son. Mostly unde,Pure Roots energ
119,BADTRIP,64a876abcd0539dc2a31da80,Glitch,,0,2,T,360,58,86,50,101,65,100,94,MEDIUM_FAST,QUICK CUT,CHAIN THREAD,DM BLAST,NO_MOVE,1:QUICK CUT|6:CHAIN THREAD|11:DM BLAST|15:DUAL POST|18:SHARPEN|22:SWIPE STORM|27:CONTENT TRAP|31:HARD CUT,badtrip. Venonat line stage 2. Unhinged evolved glitch — Bad Trip Bobby scatters chaos.,Corrupted signal,Venonat line sta,ge 2. Unhinged e,volved glitch — ,Bad Trip Bobby s,Pure Glitch ener
120,POSEIDON,646cdee37facbfa35b688a17,Chill,Cold,0,2,AK,360,88,58,74,60,80,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,godofsurf. Seel line stage 2. God of the ocean — elegant chill/cold hybrid. Respect the tide.,Ambient presence,Seel line stage ,2. God of the oc,ean — elegant ch,ill/cold hybrid.,Chill type. Rare
123,BORNY,66df55252989e0cec954b8a2,Glitch,,0,1,D,265,42,64,37,74,48,190,64,MEDIUM_FAST,QUICK CUT,CHAIN THREAD,NO_MOVE,NO_MOVE,1:QUICK CUT|6:CHAIN THREAD|11:DM BLAST|15:DUAL POST|18:SHARPEN|22:SWIPE STORM|27:CONTENT TRAP,borntogopotty. Caterpie line stage 1. Tiny glitch bot — just arrived on the network. Borny.,Corrupted signal,Caterpie line st,age 1. Tiny glit,ch bot — just ar,rived on the net,Pure Glitch ener
